,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,split5_test_neg_mean_absolute_error,split6_test_neg_mean_absolute_error,split7_test_neg_mean_absolute_error,split8_test_neg_mean_absolute_error,split9_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,split5_test_neg_mean_squared_error,split6_test_neg_mean_squared_error,split7_test_neg_mean_squared_error,split8_test_neg_mean_squared_error,split9_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_max_error,split1_test_max_error,split2_test_max_error,split3_test_max_error,split4_test_max_error,split5_test_max_error,split6_test_max_error,split7_test_max_error,split8_test_max_error,split9_test_max_error,mean_test_max_error,std_test_max_error,rank_test_max_error
0,0.20439345836639405,0.004565655853647494,0.0027930498123168944,0.0003992217900681175,,0.5,1,2,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 0}",-0.7336911831886705,-0.731662859753312,-1.4331658291457285,-1.0756738236637735,-1.052964824120603,-0.9242393787117404,-0.9930561900411148,-0.9582092279579719,-0.9871859296482411,-1.0100274097761535,-0.9899876656007309,0.18598018181406253,35,-1.2381738236637734,-1.0707032891731385,-3.806187756966651,-3.293717450890818,-2.185665874828689,-1.7865260849703062,-2.10713567839196,-1.9585841936957515,-2.0944186843307446,-2.5093570123343993,-2.205046984924623,0.7950561993739115,44,-12.6,-7.9,-8.700000000000001,-23.000000000000004,-8.900000000000002,-9.399999999999999,-9.2,-15.4,-12.0,-20.200000000000003,-12.73,4.967303091215596,146
1,0.1857832431793213,0.0027329399771466273,0.002599072456359863,0.0006672922131274411,,0.5,1,5,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 0}",-0.6946284452565858,-0.7114138876199178,-1.359203593726207,-0.9174653570884727,-0.9531901933911981,-0.905064717527029,-1.0324767778285366,-0.9089987817877264,-0.9723694228719353,-0.9358877721943049,-0.9390698949291914,0.17339602011172991,20,-0.8861095407593523,-1.003765330440079,-3.591266410334501,-1.6223145284503322,-1.7625089462463832,-1.748059821836455,-2.297907561798893,-1.69778768717324,-2.0350597050911117,-2.357669502817116,-1.9002449034947464,0.723713582217785,30,-5.0,-7.9,-12.100000000000001,-7.100000000000001,-13.033333333333331,-9.0,-8.675,-11.666666666666666,-10.200000000000003,-10.3,-9.497499999999999,2.3360105177179507,2
2,0.16629586219787598,0.005416939453525784,0.0026926517486572264,0.00045708012707167453,,0.5,1,10,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 0}",-0.6612372559043413,-0.6438222679051825,-1.2992507269391693,-0.9765502476306497,-1.0096250951728336,-0.8464880136613805,-0.9251448258609063,-0.9168837694968348,-1.0044959102873676,-1.0152176829312507,-0.9298715795789917,0.17859610212377214,14,-0.8867146385535394,-0.7195465399610514,-3.1825279704024143,-2.0598672846958856,-2.334893273848168,-1.5249485888976424,-1.6942210594281617,-1.8394856680186247,-2.0352917334955483,-2.6018817608061955,-1.887937851810723,0.7054036235448246,27,-6.5,-3.799999999999999,-10.262500000000001,-9.939999999999998,-15.849999999999998,-9.45555555555556,-9.219999999999997,-13.614285714285716,-10.455555555555554,-16.662499999999998,-10.576039682539681,3.744744412949561,28
3,0.1793428421020508,0.0020433586706705437,0.0025931835174560548,0.0004885879453064177,,0.5,2,2,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 0}",-0.6720839043703365,-0.6348423937871175,-1.3531589767016903,-0.9372354195218517,-0.9922811024821073,-0.9212897822445562,-1.0069643672910005,-0.9018874676412365,-0.9915753007461551,-0.9191221257804172,-0.9330440840566467,0.18634387808806205,15,-1.0281510773564793,-0.7177587076798131,-3.220432009796457,-1.6641213961220245,-2.0373495431703974,-1.8704571620729913,-2.097428768844221,-1.6146007423481041,-2.086080053042992,-1.9202017981320745,-1.8256581258565554,0.6385083956408293,20,-12.8,-4.8,-7.999999999999998,-7.9,-16.45,-9.566666666666665,-8.333333333333332,-11.666666666666666,-14.566666666666663,-18.200000000000003,-11.228333333333333,4.045271931526977,68
4,0.1803961753845215,0.003915040675105265,0.002594876289367676,0.0004906867174893884,,0.5,2,5,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 0}",-0.6426107811786204,-0.6675445408862495,-1.5863689660423328,-0.9588998020405056,-1.0169689355870257,-0.8912935891579108,-1.0135373838891426,-0.9788107202680065,-1.0006585960103547,-0.9138381300441603,-0.9670531445104309,0.2435319486683194,26,-0.8040986815390082,-0.9266570795898685,-4.602292651388254,-1.9458798982285164,-2.020675071062383,-1.9592508787624994,-2.2262150398456932,-1.9654707882848585,-2.1357327356479363,-2.375913914268311,-2.0962186738617326,0.9735866058962275,34,-6.5,-6.2333333333333325,-8.25,-9.833333333333336,-10.349999999999998,-13.300000000000004,-9.850000000000001,-11.666666666666666,-10.45,-21.133333333333336,-10.75666666666667,4.0220517152319175,38
5,0.1716764450073242,0.010202352033486748,0.0029944419860839845,0.000632315623483178,,0.5,2,10,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 0}",-0.6475070881101032,-0.7381563843749773,-1.3483026242322724,-1.0031033595103946,-0.964871754153161,-0.8899259827274902,-0.9568715511177822,-0.9071846062926465,-0.9748066994423777,-0.8478364586279159,-0.9278566508589121,0.17598424408830324,13,-0.7402205386701827,-0.930342357504183,-3.2582467785945233,-2.0904271366581755,-2.001725298238253,-1.7384217748372468,-1.9371514216389905,-1.721628527773519,-2.162375875651218,-1.6648423247152353,-1.8245382034281525,0.6559930428628246,19,-3.749999999999999,-5.111111111111111,-8.149999999999999,-9.649999999999999,-11.149999999999999,-10.8,-7.549999999999999,-13.614285714285716,-12.333333333333336,-14.733333333333338,-9.68420634920635,3.3821358397093424,5
6,0.1610945701599121,0.004624561712378653,0.002493143081665039,0.0004982476463063462,,0.5,4,2,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'random_state': 0}",-0.6331168831168832,-0.676453914594618,-1.3124536100415496,-0.9397834410145967,-0.9570744414714264,-0.9012824947247057,-0.9697212251734865,-0.9627337481056075,-0.9617855511322849,-0.8657320476843089,-0.9180137357059468,0.1751292842986129,9,-0.7746314104018339,-0.8812558632163083,-3.039208701723418,-1.730156745617388,-1.8547373227972475,-1.6744881732150756,-1.8917017022859086,-1.8656850708102573,-2.0059627270033946,-1.7537758109002546,-1.7471603527971085,0.5902624824029951,4,-6.0,-5.085714285714287,-8.0,-10.157142857142862,-8.325,-8.774999999999999,-9.839999999999996,-13.614285714285716,-10.875,-20.400000000000002,-10.107214285714287,4.127717106986152,11
7,0.15939388275146485,0.0037271767336714305,0.002899026870727539,0.0005385680889610192,,0.5,4,5,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'random_state': 0}",-0.6331168831168832,-0.676453914594618,-1.3124536100415496,-0.9397834410145967,-0.9570744414714264,-0.9012824947247057,-0.9697212251734865,-0.9627337481056075,-0.9617855511322849,-0.8657320476843089,-0.9180137357059468,0.1751292842986129,9,-0.7746314104018339,-0.8812558632163083,-3.039208701723418,-1.730156745617388,-1.8547373227972475,-1.6744881732150756,-1.8917017022859086,-1.8656850708102573,-2.0059627270033946,-1.7537758109002546,-1.7471603527971085,0.5902624824029951,4,-6.0,-5.085714285714287,-8.0,-10.157142857142862,-8.325,-8.774999999999999,-9.839999999999996,-13.614285714285716,-10.875,-20.400000000000002,-10.107214285714287,4.127717106986152,11
8,0.1528092622756958,0.003393447390156715,0.002397036552429199,0.0004910428614374855,,0.5,4,10,0,"{'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'random_state': 0}",-0.6188108507907503,-0.6803491664672568,-1.3626485149412286,-0.9485651924847904,-0.9472621585561283,-0.8536284416309542,-0.9442538993669648,-0.8969613761447932,-1.0493822829878108,-0.8559694576780005,-0.9157831341048677,0.19282904563634345,5,-0.733648297793452,-0.8628914479123038,-3.3745623114961028,-1.6965067720542866,-1.7107983101915876,-1.5935430229687517,-1.961007005360094,-1.6640350741106469,-2.3014449561973325,-1.6370715304099575,-1.7535508728494515,0.696896288557643,7,-4.485714285714286,-4.842857142857143,-7.65,-8.166666666666664,-6.699999999999999,-9.55714285714286,-10.48,-13.614285714285716,-10.875,-14.200000000000003,-9.057166666666667,3.1588438110785284,1
9,0.07842612266540527,0.0024933281598428845,0.0026990413665771485,0.0004619095880896454,,sqrt,1,2,0,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 0}",-0.8553677478300594,-0.8070854271356784,-1.5769986295111922,-1.1044997715851987,-1.0758656920968477,-1.0570808588396527,-1.1282777523983556,-1.090470534490635,-1.205162174508908,-1.0198994974874374,-1.0920708085883963,0.19833134862476767,63,-1.4607035175879397,-1.3743949291914115,-4.5267234810415715,-2.5608417085427133,-2.581340018273184,-2.360435130196437,-2.6753403380539056,-2.397833531292828,-3.9169164001827323,-2.6627618090452256,-2.6517290863407945,0.9126684416584707,75,-11.200000000000001,-10.899999999999999,-8.1,-12.9,-26.700000000000003,-13.200000000000003,-9.100000000000001,-22.400000000000002,-19.400000000000002,-13.200000000000001,-14.709999999999999,5.78557689431227,189
